derived_word,origin_w,chapter,deck,meaning,example,viewed,status
equivocate,Lie,8,3,Use ambiguous language so as to conceal the truth or avoid committing oneself.,Sean continued to equivocate when the FBI persisted in their questioning.,0,0
prevaricate,Lie,8,3,Speak or act in an evasive way.,Tell us exactly what happened and don't prevaricate.,0,0
bestow,Give generously,9,1,"Confer or present (an honour, right, or gift)",It was the greatest award bestowed upon man.,0,0
confer,Give generously,9,1,"Grant (a title, degree, benefit, or right)",The faculties of medicine confer the degree of doctor of medicine.,0,0
extravagant,Give generously,9,1,Lacking restraint in spending money or using resources.,Would it would be too extravagant to buy both?,0,0
exuberant,Give generously,9,1,"Full of energy, excitement, and cheerfulness.","His poems, novels and comedies are full of wit and exuberant vitality.",0,0
luxuriant,Give generously,9,1,(of vegetation) rich and profuse in growth; lush.,This new luxuriant yatch is near completion.,0,0
profuse,Give generously,9,1,(especially of something offered or discharged) very plentiful; abundant.,He breaks out into profuse sweats and may vomit.,0,0
superabundant,Give generously,9,1,existing in very large amounts,"Apart, and the superabundant trees cut out as they begin to interfere with each other.",0,0
dearth,Shortage,9,1,A scarcity or lack of something.,"The next danger was from the people, who were infuriated by the dearth of corn.",0,0
famine,Shortage,9,1,Extreme scarcity of food.,The prevalent famine and distress are due to Yahweh's indignation at such remissness.,0,0
insufficiency,Shortage,9,1,The condition of being insufficient.,"He knew, moreover, the insufficiency of his troops.",0,0
meager,Shortage,9,1,(of something provided or available) lacking in quantity or quality.,Dean kept quiet about his meager half-breakfast.,0,0
paucity,Shortage,9,1,The presence of something in only small or insufficient quantities or amounts.,Paucity of evidence makes the first difficult.,0,0
privation,Shortage,9,1,A state in which food and other essentials for well-being are lacking.,Economic privation is pushing the poor towards crime.,0,0
scantiness,Shortage,9,1,The quality of being small or insufficient in quantity or amount.,Scantiness of modesty is short of knowledge.,0,0
scarcity,Shortage,9,1,The state of being scarce or in short supply; shortage.,"Through the resultant scarcity of labor, much land fell out of cultivation.",0,0
stinting,Shortage,9,1,Supply a very ungenerous or inadequate amount of (something),He did a two - year stint in the army when he left school.,0,0
deceptive, False,9,1,Giving an appearance or impression different from the true one; misleading.,He was good at deceptive conversation – too good.,0,0
erroneous, False,9,1,Wrong; incorrect.,No erroneous ideas should be allowed to spread unchecked.,0,0
illusory, False,9,1,Based on illusion; not real.,First impressions can often prove illusory.,0,0
ostensible, False,9,1,"Stated or appearing to be true, but not necessarily so.","The ostensible reason for his absence was illness, but everyone knew he'd gone to a football match.",0,0
plausible, False,9,1,(of an argument or statement) seeming reasonable or probable.,Give me a plausible scenario.,0,0
specious, False,9,1,"Superficially plausible, but actually wrong.",This argument is rather specious than sound.,0,0
spurious, False,9,1,Not being what it purports to be; false or fake.,But even in its spurious condition the book had been recognized as remarkable and almost unique.,0,0
sophistical, False,9,1,Nature of misleading,It is a powerful and sophistical tool for optimization design of electric machines.,0,0
camouflage,Pretend & hide ,9,1,"The disguising of military personnel, equipment, and installations by painting or covering them to make them blend in with their surroundings.",The men were dressed in camouflage and carrying automatic weapons.,0,0
counterfeit,Pretend & hide ,9,1,Made in exact imitation of something valuable with the intention to deceive or defraud.,He admitted possessing and delivering counterfeit currency.,0,0
disguise,Pretend & hide ,9,1,Give (someone or oneself) a different appearance in order to conceal one's identity.,"""How well you disguise it,"" said the Wizard.",0,0
dissemble,Pretend & hide ,9,1,Conceal or disguise one's true feelings or beliefs.,"If you decide to return the machine, you must dissemble it yourself and pay for shipping charges.",0,0
dissimulate,Pretend & hide ,9,1,"Conceal or disguise (one's thoughts, feelings, or character)",He dissimulated his intentions right up to the moment of the attack.,0,0
feign,Pretend & hide ,9,1,"Pretend to be affected by (a feeling, state, or injury)",Cassie drew her brows down to feign a stern expression.,0,0
masquerade,Pretend & hide ,9,1,A false show or pretence.,She dyed her hair pink to masquerade her grey strands.,0,0
pretend,Pretend & hide ,9,1,Behave so as to make it appear that something is the case when in fact it is not.,I used to pretend when I was young.,0,0
sham,Pretend & hide ,9,1,A thing that is not what it is purported to be.,"The name was particularly used of the supporters of the Exclusion Bill in 1680, with the meaning of "" sham Protestant.""",0,0
simulate,Pretend & hide ,9,1,Imitate the appearance or character of.,Computer software can be used to simulate conditions on the sea bed.,0,0
artifice,Deceit,9,2,"Clever or cunning devices or expedients, especially as used to trick or deceive others.",Gibbon's stylistic artifice both averted the peril of prosecution and rendered the attack more telling.,0,0
chicanery,Deceit,9,2,The use of deception or subterfuge to achieve one's purpose., Clearly there is some chicanery going on.,0,0
deviousness,Deceit,9,2,not straightforward,We elected a a devious politician,0,0
duplicity,Deceit,9,2,Deceitfulness.,"On many occasions, she'd seen the duplicity and cold manipulation he'd spoken of.",0,0
guile,Deceit,9,2,Sly or cunning intelligence.,You might have to use considerable guile to find out what's going on.,0,0
misrepresentation,Deceit,9,2,The action or offence of giving a false or misleading account of the nature of something.,"This, however, was a misrepresentation of his words.",0,0
pettifoggery,Deceit,9,2,"a lawyer whose methods are petty, underhanded, or disreputable","he hand responds to the heart, the pettifoggery is expressive, is in the folk art essence.",0,0
sophistry,Deceit,9,2,"The use of clever but false arguments, especially with the intention of deceiving.",Political selection is more dependent on sophistry and less on economic literacy.,0,0
subterfuge,Deceit,9,2,Deceit used in order to achieve one's goal.,The lack of labeling may give an impression of subterfuge.,0,0
underhandedness,Deceit,9,2,Secretive or dishonest behaviour.,A personality of smallness and egotism and petty underhandedness seemed to emanate from the letters themselves.,0,0
banal,Boring,9,2,So lacking in originality as to be obvious and boring.,"He doesn't like English poetry, he finds it very banal.",0,0
bromidic,Boring,9,2,Attempting to soothe or placate in a trite or clichéd way.,A great number of bromidic pictures?,0,0
commonplace,Boring,9,2,Not unusual; ordinary.,"They just live their own old, quiet, and commonplace life, thought Natasha.",0,0
hackneyed,Boring,9,2,(of a phrase or idea) having been overused; unoriginal and trite.,Hackneyed stereotypes are used over and over again.,0,0
insipid,Boring,9,2,Lacking flavour; weak or tasteless.,"It tasted indescribably bland and insipid, like warmed cardboard.",0,0
jejune,Boring,9,2,"Naive, simplistic, and superficial.",You don't write a jejune collection of hodgepodge letters and numbers like these.,0,0
musty,Boring,9,2,"Having a stale, mouldy, or damp smell.","The stones were dark, the air musty, the ceiling low.",0,0
platitudinous,Boring,9,2,(of a remark or statement) used too often to be interesting or thoughtful; hackneyed.,The whole speech was platitudinous nonsense.,0,0
quotidian,Boring,9,2,Of or occurring every day; daily.,Taking the dog on a walk is a quotidian event for the elderly couple.,0,0
shopworn,Boring,9,2,(of an article) made dirty or imperfect by being displayed or handled in a shop; shop-soiled.,"That hatemongers still peddle their shopworn wares, disrupting lives, pitting neighbor against neighbor.",0,0
threadbare,Boring,9,2,"(of cloth, clothing, or soft furnishings) becoming thin and tattered with age.",Does the fabric appear threadbare in places?,0,0
timeworn,Boring,9,2,Damaged or made less interesting or attractive as a result of age or much use.,"For a classic look on this timeworn classic, opt for a deep brown leather and carry it everywhere as your 70s fashion signature piece.",0,0
trite,Boring,9,2,(of a remark or idea) lacking originality or freshness; dull on account of overuse.,"Yes, it sounds simple, perhaps even trite, but it's actually true.",0,0
adage,Boring,9,2,A proverb or short statement expressing a general truth.,"Is the adage ""The camera never lies"" true?",0,0
banality,Boring,9,2,The fact or condition of being banal; unoriginality.,It is a mass-producer of banality.,0,0
bromide,Boring,9,2,a commonplace or tiresome person,Both the iodide and bromide are used in photography.,0,0
hokum,Boring,9,2,Nonsense.,"One could tolerate this kind of hokum, if only the movie had some fun with it.",0,0
inanity,Boring,9,2,A nonsensical remark or action.,Their statement was a downright inanity.,0,0
insipidity,Boring,9,2,lacking in qualities that interest,"Suitable for collocation insipidity food, odd drink and taste.",0,0
platitude,Boring,9,2,"A remark or statement, especially one with a moral content, that has been used too often to be interesting or thoughtful.",The article was filled with platitudes about the systematic character of the industrial economy.,0,0
shibboleth,Boring,9,2,"A custom, principle, or belief distinguishing a particular class or group of people, especially a long-standing one regarded as outmoded or no longer important.",They still cling to many of the old shibboleths of education.,0,0
truism,Boring,9,2,A statement that is obviously true and says nothing new or interesting.,It is not the truism it may seem if we reply that we are to find it in the writings of theologians.,0,0
vapidity,Boring,9,2,"lacking flavor, zest, interest",Her counterpart left in vain and vapidity.,0,0
authoritarian,Dogmatic,9,3,Favouring or enforcing strict obedience to authority at the expense of personal freedom.,The authoritarian policy wasn't proved to be a success.,0,0
bossy,Dogmatic,9,3,Fond of giving people orders; domineering.,Bridezillas is a reality show that follows different brides about to get married and showcase how demanding and bossy they can be.,0,0
dictatorial,Dogmatic,9,3,Of or typical of a ruler with total power.,"Arabi, after a brief fall from office, acquired a dictatorial power that alarmed the British government.",0,0
doctrinaire,Dogmatic,9,3,Seeking to impose a doctrine in all circumstances without regard to practical considerations.,The party followed an increasingly doctrinaire course.,0,0
domineering,Dogmatic,9,3,Assert one's will over another in an arrogant way.,Many of her women friends also had domineering husbands.,0,0
imperious,Dogmatic,9,3,Arrogant and domineering.,The imperious manner of Andros made him many enemies.,0,0
magisterial,Dogmatic,9,3,Having or showing great authority.,Their jurisdictions coincide for the most part with the magisterial and fiscal boundaries.,0,0
masterful,Dogmatic,9,3,Powerful and able to control others.,She was a woman of a masterful character and won great influence.,0,0
overbearing,Dogmatic,9,3,Unpleasantly overpowering.,Obviously he isn't as overbearing as Alex.,0,0
peremptory,Dogmatic,9,3,"Insisting on immediate attention or obedience, especially in a brusquely imperious way.",His reply was peremptory and indignant.,0,0
adulterate,Impure,9,3,Render (something) poorer in quality by adding another substance.,"To avoid giving toddlers too much sugar, adulterate their juice with water.",0,0
besmear,Impure,9,3,Smear or cover with a greasy or sticky substance.,His hands were besmeared with blood.,0,0
bespatter,Impure,9,3,Splash drops of a liquid substance all over (an object),The backs of my legs were bespattered with mud after walking home in the rain.,0,0
defile,Impure,9,3,Damage the purity or appearance of; mar or spoil.,"The story is that the Romans, entangled in a defile, were suffering from thirst.",0,0
grimy,Impure,9,3,Covered with or characterized by grime.,Cleaning - All watches get a little dirty and grimy over time.,0,0
grubby,Impure,9,3,Covered with dirt; grimy.,Spaceports on podunk planets are suitably grubby.,0,0
slovenly,Impure,9,3,(especially of a person or their appearance) untidy and dirty.,The same cause may account for the somewhat slovenly Syriac style.,0,0
smutty,Impure,9,3,"(of talk, writing, or pictures) obscene or lascivious.",But let's keep the smutty remarks to ourselves.,0,0
sully,Impure,9,3,Damage the purity or integrity of.,You sullied the honour of your family.,0,0
acrid,A sharp sense,9,3,Unpleasantly bitter or pungent.,The acrid smell of cigarette ashes burned her nose and brought tears to her eyes.,0,0
piquant,A sharp sense,9,3,Having a pleasantly sharp taste or appetizing flavour.,More piquant details of their private life were revealed.,0,0
poignant,A sharp sense,9,3,Evoking a keen sense of sadness or regret.,It was one of many poignant moments.,0,0
pungent,A sharp sense,9,3,Having a sharply strong taste or smell.,He put a tray of garlic bread into the oven and the pungent smell of warming cheese filled the room.,0,0
stinging,A sharp sense,9,3,Having a sting; capable of wounding or piercing with a sting.,She blinked to relieve the stinging in her eyes.,0,0
decorum,Correct behavior,10,1,Behaviour in keeping with good taste and propriety.,There was decorum in the countenance he wore.,0,0
etiquette,Correct behavior,10,1,The customary code of polite behaviour in society or among members of a particular profession or group.,The people have strict notions of etiquette and gradations of rank.,0,0
modesty,Correct behavior,10,1,The quality or state of being unassuming in the estimation of one's abilities.,It is considered essential to modesty to cover the head.,0,0
mores,Correct behavior,10,1,The essential or characteristic customs and conventions of a society or community.,"He teaches them good manners and social mores, and he expects them to be just as well-behaved in private as they are in public.",0,0
propriety,Correct behavior,10,1,Conformity to conventionally accepted standards of behaviour or morals.,The propriety of this extended use is open to question and is denied by some logicians.,0,0
seemliness,Correct behavior,10,1,agreeably fashioned,"Moderation is subdivided into good discipline, seemliness, modesty, and self-control.",0,0
bashful,Low self-confidence,10,1,Reluctant to draw attention to oneself; shy.,"Sizes are small, medium or large, and colors include bashful pink, champagne toast and bedtime blue.",0,0
self-effacing,Low self-confidence,10,1,Not claiming attention for oneself; retiring and modest.,"There's nothing he loves more than self-effacing honesty, even if it's usually found in others and rarely himself.",0,0
timid,Low self-confidence,10,1,Showing a lack of courage or confidence; easily frightened.,Another timid voice came from the hallway.,0,0
dynamism,Effectiveness,10,1,The quality of being characterized by vigorous activity and progress.,"In terms of design and aesthetics, floating web page graphics offer dynamism to a page that wouldn't exist with an inline graphic.",0,0
efficacy,Effectiveness,10,1,The ability to produce a desired or intended result.,They pray for spiritual welfare and believe in the efficacy of such prayers.,0,0
productive,Effectiveness,10,1,"Producing or able to produce large amounts of goods, crops, or other commodities.",Sunday was more productive than Saturday.,0,0
proficiency,Effectiveness,10,1,A high degree of skill; expertise.,"Apart from decided signs of proficiency in mathematics, he showed no special ability.",0,0
vigor,Effectiveness,10,1,Physical strength and good health.,The choir sang the words out with great vigor.,0,0
dormant,Rest,10,1,(of an animal) having normal physical functions suspended or slowed down for a period of time; in or as if in a deep sleep.,During the winter the seeds lie dormant in the soil.,0,0
inactivity,Rest,10,1,The state of being inactive; idleness., A holiday need not mean inactivity.,0,0
latent,Rest,10,1,(of a quality or state) existing but not yet developed or manifest; hidden or concealed.,It may also appeal to the latent chauvinism of many ordinary people.,0,0
quiescence,Rest,10,1,Inactivity or dormancy.,"It is a region of quiescence or of faulting, but not of folding.",0,0
hypnotic,Sleep,10,1,Relating to or producing hypnosis.,She hesitated while her silver eyes swirled with hypnotic slowness.,0,0
narcotic,Sleep,10,1,"An addictive drug affecting mood or behaviour, especially an illegal one.",Anti-alcohol campaigners deliberately seek to confuse alcohol with narcotic drugs.,0,0
slumberous,Sleep,10,1,heavy with sleep,A slumberous June morning.,0,0
somnolent,Sleep,10,1,Sleepy; drowsy.,A clean sweep was made of the medieval polity surviving in the somnolent local diets and corporations.,0,0
dilatory,Sleep,10,1,Slow to act.,"In 1639 he was as active in arms in the north as Hamilton, on the king's side, was dilatory and helpless in the south.",0,0
laggard,Sleep,10,1,A person who makes slow progress and falls behind others.,The United States has been a laggard in alternative vehicles.,0,0
perpetuity,Sleep,10,1,The state or quality of lasting forever.,Such land was let either on five-year leases or in perpetuity to colon.,0,0
procrastination,Sleep,10,1,The action of delaying or postponing something.,He hates delay and procrastination in all its forms.,0,0
protracted,Sleep,10,1,Lasting for a long time or longer than expected or usual.,In the Senate there was a protracted struggle.,0,0
retard,Sleep,10,1,Delay or hold back in terms of progress or development.,Continuing violence will retard negotiations over the country's future.,0,0
sluggish,Sleep,10,1,Slow-moving or inactive.,She felt sluggish in comparison.,0,0
torpid,Sleep,10,1,Mentally or physically inactive; lethargic.,During the colder months these reptiles remain in a torpid state.,0,0
analgesia,Feelingless,10,2,The inability to feel pain.,Emerging Techniques for Postoperative Analgesia in Orthopedic Surgery.,0,0
anesthesia,Feelingless,10,2,"Insensitivity to pain, especially as artificially induced by the administration of gases or the injection of drugs before surgical operations.",The doses used for surgical anesthesia vary between 2 and 10mg/kg.,0,0
narcosis,Feelingless,10,2,"A state of stupor, drowsiness, or unconsciousness produced by drugs.",The patient was treated in prone position without narcosis.,0,0
narcoma,Feelingless,10,2, the stuporous state (greatly diminished responsiveness to stimulation) produced by narcotics,Evidence it seems to me is complete that he was not exposed to the gas in sufficient degree to produce narcoma or poisoning.,0,0
stupefaction,Feelingless,10,2,The state of being stupefied.,"To her parents' stupefaction, she announced her intention to leave the next day.",0,0
languid,Feelingless,10,2,"(of a person, manner, or gesture) having or showing a disinclination for physical exertion or effort.","A slow, languid smile crossed his features, one that made her body flush and ache for him.",0,0
lackadaisical,Feelingless,10,2,Lacking enthusiasm and determination; carelessly lazy.,"Simple, however, should not be confused with lazy, or a lackadaisical attitude.",0,0
languorous,Feelingless,10,2,"Characterized by tiredness or inactivity, especially of a pleasurable kind.",There are languorous afternoons and evenings swimming and smoking pot.,0,0
lethargic,Feelingless,10,2,Affected by lethargy; sluggish and apathetic.,The weather made her listless and lethargic.,0,0
listless,Feelingless,10,2,(of a person or their manner) lacking energy or enthusiasm.,He was listless and pale and wouldn't eat much.,0,0
impassivity,Apathy,10,2,giving no sign of feeling or emotion,I entered and with equal impassivity turned to face the corridor.,0,0
lassitude,Apathy,10,2,a condition of weariness or debility,"The patient complained of headache, nausea, and lassitude.",0,0
listlessness,Apathy,10,2,"haracterized by lack of interest, energy, or spirit","Dizziness, listlessness, or excessive thirst occurs.",0,0
alacrity,Temporary,10,2,Brisk and cheerful readiness.,"With a bridegroom's fresh alacrity, let us address the issues at hand.",0,0
celerity,Temporary,10,2,Swiftness of movement.,It developed very quickly for precision celerity and big capacity.,0,0
cursory,Temporary,10,2,Hasty and therefore not thorough or detailed.,"After a cursory look, she moved on.",0,0
elusive,Temporary,10,2,"Difficult to find, catch, or achieve.",The answer appears as elusive for us as it did for Plato.,0,0
ephemeral,Temporary,10,2,Lasting for a very short time.,The civic reaction was an example of the ephemeral nature of the public's interest.,0,0
evanescent,Temporary,10,2,"Soon passing out of sight, memory, or existence; quickly fading or disappearing.","II, The evanescent eleventh somite of the opisthosoma.",0,0
extemporaneous,Temporary,10,2,Spoken or done without preparation.,"That way, a speech comes off as extemporaneous, but it flows from one idea to another.",0,0
fleeting,Temporary,10,2,Lasting for a very short time.,The sense was fleeting and overwhelming.,0,0
fugitive,Temporary,10,2,A person who has escaped from captivity or is in hiding.,This was a famous fugitive slave case.,0,0
impermanent,Temporary,10,2,Not permanent.,But all things in this impermanent world are essentially rootless.,0,0
momentary,Temporary,10,2,Lasting for a very short time; brief.,There was a momentary vacillation even in Rome.,0,0
perfunctory,Temporary,10,2,"(of an action) carried out without real interest, feeling, or effort.",They conducted a perfunctory examination.,0,0
transitory,Temporary,10,2,Not permanent.,The distinction of force and matter is then something transitory and relative.,0,0
transient,Temporary,10,2,Lasting only for a short time; impermanent.,There is a transient population of thousands of visitors during the year.,0,0
dilatory,Delay,10,3,Slow to act.,The boss sacked a dilatory worker yesterday.,0,0
flagging,Delay,10,3,Becoming tired or less dynamic; declining in strength.,Amazon.com created a customer community for flagging biased reviews.,0,0
lagging,Delay,10,3,"Material providing heat insulation for a water tank, pipes, etc.",He's lagging behind a bit - I think we'd better wait for him to catch us up.,0,0
tardy,Delay,10,3,Delaying or delayed beyond the right or expected time; late.,The opposition gave him no credit for these tardy concessions.,0,0
abiding,Old,10,3,(of a feeling or memory) lasting a long time; enduring.,"It is under the abiding influence of the Holy Ghost, and therefore cannot err in matters of faith.",0,0
antediluvian,Old,10,3,Of or belonging to the time before the biblical Flood.,These were the keys which unlocked the treasures of the antediluvian world for me.,0,0
dotage,Old,10,3,The period of life in which a person is old and weak.,"Even in his dotage, the Professor still sits on the committee.",0,0
geriatric,Old,10,3,"Relating to old people, especially with regard to their healthcare.",She gave up general medicine to specialize in geriatric medicine.,0,0
hoary,Old,10,3,Greyish white.,"The general colour is deep liver-brown, silvered or frosted with the hoary tips of the longer stiff hairs.",0,0
inveterate,Old,10,3,"Having a particular habit, activity, or interest that is long-established and unlikely to change.",It is only the inveterate habit of reading Isa.,0,0
senescent,Old,10,3,he state of being old : the process of becoming old,"Mr Lee seemed a gentleman, but senescent, and a gentleman from quite another, distant age.",0,0
superannuated,Old,10,3,(of a post or employee) belonging to a superannuation scheme.,Your car would be superannuated early.,0,0
callow,Young,10,3,(of a young person) inexperienced and immature.,"Untraveled, naive, even a little callow, we are not surprised to discover the heart of a hero just waiting to be stirred to action.",0,0
green,Young,10,3,Of the colour between blue and yellow in the spectrum; coloured like grass or emeralds.,A large green book caught her attention.,0,0
juvenile,Young,10,3,For or relating to young people.,There is also an increase in juvenile delinquency.,0,0
neophyte,Young,10,3,A person who is new to a subject or activity.,"But, that's an excellent value if you want a smooth, fruit-forward Cab that both experienced and neophyte wine drinkers can enjoy for what it is.",0,0
puerile,Young,10,3,Childishly silly and immature.,"It is usual for children to act puerile, but in adults it seems ridiculous.",0,0
sophomoric,Young,10,3,Relating to or characteristic of a sophomore.,"Personally,this study seems to be extremely sophomoric ",0,0
antediluvian,Old-fashioned,10,3,Of or belonging to the time before the biblical Flood.,My mother has some hopelessly antediluvian ideas about the role of women.,0,0
antique,Old-fashioned,10,3,A collectable object such as a piece of furniture or work of art that has a high value because of its age and quality.,The large room contained some of the most beautiful antique furniture she had ever seen.,0,0
archaic,Old-fashioned,10,3,Very old or old-fashioned.,"The walls are often covered with paintings in a very simple archaic style, in red and black.",0,0
dowdy,Old-fashioned,10,3,(of a person or their clothes) unfashionable and unstylish in appearance (typically used of a woman),He had a rather dowdy wife and several children.,0,0
fusty,Old-fashioned,10,3,"Smelling stale, damp, or stuffy.",The fusty old establishment refused to recognise the demand for popular music.,0,0
obsolete,Old-fashioned,10,3,No longer produced or used; out of date.,The rate at which technology becomes obsolete continues to increase dramatically.,0,0
outmoded,Old-fashioned,10,3,Old-fashioned.,To my thinking they will be outmoded in four years.,0,0
superseded,Old-fashioned,10,3,Take the place of (a person or thing previously in authority or use); supplant.,This form of cable has been superseded by a type with paper insulation.,0,0
amiable,Happy,10,3,Having or displaying a friendly and pleasant manner.,"She had an amiable personality, always ready with a kind word and a smile.",0,0
blithe,Happy,10,3,Showing a casual and cheerful indifference considered to be callous or improper.,It does so with blithe disregard for best scientific practice.,0,0
ebullient,Happy,10,3,Cheerful and full of energy.,"Play with light shawls, animal print heels and flats in ebullient shades.",0,0
euphoric,Happy,10,3,Characterized by or feeling intense excitement and happiness.,It had received euphoric support from the public.,0,0
felicity,Happy,10,3,Intense happiness.,I was overcome with felicity when my first nephew was born.,0,0
provident,Happy,10,3,Making or indicative of timely preparation for the future.,The more provident of them had taken out insurance against flooding.,0,0
disconsolate,Sad,11,1,Very unhappy and unable to be comforted.,"I can stay to recall, only then has disconsolate.",0,0
dispirited,Sad,11,1,Having lost enthusiasm and hope; disheartened.,The troops were dispirited and disorganised.,0,0
doldrums,Sad,11,1,A state or period of stagnation or depression.,"It's a welcome escape, albeit a temporary one, from the winter doldrums.",0,0
dolorous,Sad,11,1,Feeling or expressing great sorrow or distress., I suspect he had a long and dolorous heart-to-heart with a crocodile.,0,0
rue,Sad,11,1,Bitterly regret (something one has done or allowed to happen) and wish it undone.,You will live to rue the loss of such a good opportunity.,0,0
woe,Sad,11,1,Great sorrow or distress (often used hyperbolically),One woe doth tread upon another’s heels.,0,0
appease,calm,11,1,Pacify or placate (someone) by acceding to their demands.,"He came to help her, to appease his guilt once and for all.",0,0
assuage,calm,11,1,Make (an unpleasant feeling) less intense.,He tried to assuage the guilt of wrongdoing by doing right.,0,0
becalm,calm,11,1,Leave (a sailing ship) unable to move through lack of wind.,My stomach got worse when the schooner was becalmed.,0,0
lull,calm,11,1,"Calm or send to sleep, typically with soothing sounds or movements.","There was a lull in the war, and the Early years.",0,0
propitiate,calm,11,1,"Win or regain the favour of (a god, spirit, or person) by doing something that pleases them.",These ancient ceremonies propitiate the spirits of the waters.,0,0
indolent,calm,11,1,Wanting to avoid activity or exertion; lazy.,The natives were allowed to live the indolent life of the tropics.,0,0
nonchalant,calm,11,1,"(of a person or manner) feeling or appearing casually calm and relaxed; not displaying anxiety, interest, or enthusiasm.",Have you been too nonchalant about your own legacy?,0,0
placid,calm,11,1,Not easily upset or excited.,He watched the placid surface of the sea.,0,0
quiescent,calm,11,1,In a state or period of inactivity or dormancy.,"It has been quiescent since 1566, and is now completely extinct.",0,0
repose,calm,11,1,"A state of rest, sleep, or tranquillity.",Boris says his soul finds repose at your house.,0,0
sedentary,calm,11,1,(of a person) tending to spend much time seated; somewhat inactive.,Wandering tribes naturally enjoy a great advantage in this respect over sedentary ones.,0,0
staid,calm,11,1,"Sedate, respectable, and unadventurous.","In an attempt to change its staid image, the newspaper has created a new section aimed at younger readers.",0,0
tranquil,calm,11,1,Free from disturbance; calm.,I am so tranquil and happy now.,0,0
unruffled,calm,11,1,poised and serene especially in the face of setbacks or confusion,"Slight to the touch and in construction, it's light enough to keep you unruffled in even the most stifling heat.",0,0
animosity,Hate,11,1,Strong hostility.,We do not want animosity between plant management and inspectors.,0,0
aversion,Hate,11,1,A strong dislike or disinclination.,"He was remarkable for ugliness, and was an object of aversion to his parents.",0,0
antipathy,Hate,11,1,A deep-seated feeling of aversion.,The traditional antipathy of the rhinoceros to the elephant seems to be mythical.,0,0
repellence,Hate,11,1,less commonly repellance,The utility model is to provide a plane roof rainwater collector capable of safety and smoothly repellence of rainwater and snow water on the roof.,0,0
animus,Hate,11,1,Hostility or ill feeling.,He shows considerable animus against John Wycliffe and the Lollards.,0,0
antagonism,Hate,11,1,Active hostility or opposition.,She felt nothing but antagonism towards her boss.,0,0
candid,Honest,11,1,Truthful and straightforward; frank.,The owner was candid about the things that went wrong as well as the successes.,0,0
forthright,Honest,11,1,(of a person or their manner or speech) direct and outspoken.,"Capricorns are intelligent and thoughtful, but they aren't always forthright with their reasoning processes or with sharing their feelings.",0,0
undisguised,Honest,11,1,(of a feeling) not disguised or concealed; open.,She looked at him with undisguised contempt.,0,0
asunder,Separate,11,2,Apart.,After ten months the tree burst asunder and from it came forth Adonis.,0,0
bifurcate,Separate,11,2,Divide into two branches or forks.,"Their main channels bifurcate, and each new stream so created throws off its own set of distributaries to right and left.",0,0
descry,Separate,11,2,Catch sight of.,He can descry a way of overcoming the difficulty.,0,0
detect,Separate,11,2,Discover or identify the presence or existence of.,Do I detect a note of discord?,0,0
diffuse,Separate,11,2,Spread over a wide area or between a large number of people.,"Indeed his work, written in a diffuse and inelegant style, passed almost unnoticed.",0,0
discrete,Separate,11,2,Individually separate and distinct.,I strolled a discrete distance from her side as we entered the gardens.,0,0
espy,Separate,11,2,Catch sight of.,Is it you I espy jogging in the park this morning?,0,0
hiatus,Separate,11,2,A pause or break in continuity in a sequence or activity.,"After a five-month hiatus, the talks resumed.",0,0
incongruous,Separate,11,2,Not in harmony or keeping with the surroundings or other aspects of something.,The new computer looked incongruous in the dark book-filled library.,0,0
interregnum,Separate,11,2,"A period when normal government is suspended, especially between successive reigns or regimes.",Before the end of the Interregnum he had amassed a modest fortune and had begun styling himself gentleman.,0,0
schism,Separate,11,2,"A split or division between strongly opposed sections or parties, caused by differences in opinion or belief.","Most of what I know comes from what I've relearned after the Schism, Jule answered.",0,0
sequestered,Separate,11,2,(of a place) isolated and hidden away.,The jury is expected to be sequestered for at least two months.,0,0
amalgamate,To mix together,11,2,Combine or unite to form one organization or structure.,The company has decided to amalgamate with the parent firm.,0,0
blend,To mix together,11,2,Mix (a substance) with another substance so that they combine together.,He'd never blend into the shadows again.,0,0
combine,To mix together,11,2,Join or merge to form a single unit or substance.,He did not like to combine frivolity with the serious business of hunting.,0,0
commingle,To mix together,11,2,Mix; blend.,I think I'll commingle some of these blue flowers with the pink ones.,0,0
commix,To mix together,11,2,Mix; mingle.,But we can commix the two methods in teaching process in order to complement and benefit each other.,0,0
compound,To mix together,11,2,A thing that is composed of two or more separate elements; a mixture.,"Blinded by emotion, he made his way out of the underground compound without knowing where he went.",0,0
fuse,To mix together,11,2,Join or blend to form a single entity.,"Martha quickly explained, leaving Quinn's short fuse unlit.",0,0
intermingle,To mix together,11,2,Mix or mingle together.,"However, these ""tastes"" do not always intermingle.",0,0
intermix,To mix together,11,2,Mix together.,He intermixed with the crowd and soon disappeared.,0,0
mingle,To mix together,11,2,Mix or cause to mix together.,Mingle these two substances before the experiment.,0,0
aberrance,To deviate,11,2,deviating from the usual or natural type,"If there has beensome aberrance, what it looks like today?",0,0
anomaly,To deviate,11,2,"something different, abnormal",They regarded the test results as an anomaly.,0,0
deviance,To deviate,11,2,"quality, state, or behavior",Some scholars define crime as deviance from a social consensus of permitted behaviour.,0,0
ambiguous,Doubtful,11,2,Open to more than one interpretation; not having one obvious meaning.,Her songs are intentionally ambiguous.,0,0
cloudy,Doubtful,11,2,(of the sky or weather) covered with or characterized by clouds.,They were cloudy with the same lust he felt.,0,0
